total_rooms,total_bedrooms,population,households
1308,,835,294
1799,426,1088,417
3306,1025,2670,942
1937,439,1523,412
2870,529,1371,565
1298,242,750,255
1546,465,974,408
1213,301,801,300
2094,491,1413,479
1021,191,495,191
4148,971,3220,892
1281,418,1584,330
2904,892,3320,765
80,26,125,35
2141,451,1777,426
1148,348,1161,333
2612,646,2496,606
2839,698,1768,653
2183,510,1445,503
2230,583,1667,543
2222,635,1817,606
1415,369,1467,351
1525,456,1688,432
125,42,99,40
598,147,312,144
4198,956,1935,878
1740,402,749,335
3768,1211,2320,1030
1375,359,1512,418
1613,396,966,416
1832,539,934,486
3825,916,1378,746
4453,1156,1830,1099
1607,331,633,332
2384,312,836,337
1942,476,1375,477
2290,520,1278,485
2037,440,1089,417
2774,570,1076,580
2681,737,1144,669
2196,582,1165,538
1711,443,1190,429
3696,1125,1685,1031
2850,379,1113,380
1448,295,681,287
3136,675,1213,606
5305,1980,3895,1874
1590,218,568,206
1954,245,645,237
1875,303,735,293
3895,561,1271,536
2822,443,907,414
3410,800,1218,783
2462,543,857,482
5135,1450,2404,1292
4472,1579,2796,1397
3495,1100,1939,994
1601,464,784,461
2330,434,846,457
1856,273,540,264
1894,416,769,392
2375,417,751,410
4574,1423,1624,995
5485,1242,2034,1133
3977,1050,1720,935
1295,281,578,273
1096,247,423,230
7432,2793,3596,2270
2930,1038,1648,980
2745,782,1161,739
4109,1301,2103,1116
5477,1803,2863,1755
937,348,527,333
3193,1452,2039,1265
1996,791,1215,672
2223,752,1271,684
5293,2446,4123,2127
2732,1646,3049,1429
4984,2158,4828,2028
1759,716,1463,620
7517,2961,5899,2769
3926,1715,4865,1612
2288,1033,3030,890
766,347,918,305
1116,524,1610,483
1913,696,1552,611
1615,734,1460,644
2473,1171,2655,1083
1679,682,1445,579
732,288,691,278
399,141,482,134
2065,839,2626,775
720,267,891,265
773,,835,312
563,191,626,185
210,98,332,112
1655,690,1957,633
1478,675,1976,653
622,229,597,227
2193,965,2197,836
786,270,756,273
3403,1367,3432,1174
3058,1215,3953,1223
787,420,1506,360
2067,914,2717,853
2284,899,1964,839
2716,1114,2991,1021
2332,993,3155,927
631,298,744,274
2240,792,2254,739
790,275,664,194
1583,658,1941,614
1562,648,1974,597
2198,998,3441,912
2624,1116,3548,1008
336,173,586,151
1272,322,984,353
3245,1190,3906,1102
2345,852,2860,862
2202,674,2178,635
2517,842,2446,689
3165,1263,3678,1141
1951,846,2500,813
2666,,2297,726
1871,766,2595,819
2173,819,2548,763
654,186,416,138
561,180,340,127
2004,687,1514,542
2665,954,1733,766
3032,999,1691,841
3457,854,1584,841
1731,502,849,466
1430,186,547,178
1800,546,921,478
1003,200,514,204
2088,388,908,375
2210,643,1228,605
1710,350,727,355
1965,480,794,451
1164,257,575,251
1777,454,671,439
2989,832,1345,775
1390,457,1460,423
2275,823,2189,720
2038,534,1250,525
1443,521,1264,450
1137,304,754,297
2370,473,1053,434
2501,1047,3326,970
1276,503,1502,450
1514,510,1603,518
1609,534,1868,497
479,182,557,170
1864,937,2795,858
1562,651,1774,559
2880,1063,3646,1028
2459,823,2635,763
380,130,445,140
2821,399,843,391
3902,610,1468,632
7478,1678,2701,1500
3946,695,1361,620
2601,523,870,474
5518,979,1863,957
2963,838,1129,745
407,67,100,47
3798,586,975,525
6310,957,1776,880
730,126,230,125
2158,582,1061,577
3110,764,1557,763
2946,695,1258,650
3008,938,1224,816
2697,706,1059,689
2195,483,1265,455
1466,254,600,253
1234,223,543,213
2566,571,1421,563
1310,263,689,208
3149,519,1082,510
3729,740,1364,707
4138,1130,1859,1030
1156,203,514,213
2036,348,775,332
1803,437,787,388
2728,585,1227,567
2113,398,793,418
1767,467,1066,438
805,246,633,235
2843,880,2004,796
1527,295,589,286
3225,763,1559,710
2273,663,1480,597
2327,555,1048,491
1532,366,669,333
3503,833,2652,788
1079,222,439,201
3646,912,1783,861
984,276,994,260
1396,360,1069,363
945,250,910,252
1147,365,1016,296
2306,813,2823,765
579,184,673,202
1190,,1795,422
2265,801,2899,792
3007,854,2587,814
997,374,982,372
2465,773,2328,746
962,253,658,244
1270,556,1692,450
1618,522,1454,440
1739,464,938,482
3162,896,1934,818
1630,543,1568,510
3828,1197,2862,1009
1335,440,1586,445
506,119,397,114
109,20,86,24
137,26,65,24
859,239,913,234
1638,456,1500,430
1747,484,1680,441
2050,429,957,418
104,20,32,17
1425,438,1121,374
2133,689,2104,662
1903,635,1919,613
1866,470,1211,417
1791,660,2183,675
2174,627,1992,557
3142,765,1728,682
2225,827,2699,792
2341,703,2371,648
830,200,701,189
2059,618,2033,544
764,322,1275,306
41,17,87,25
223,80,249,82
4297,1420,4332,1286
719,225,801,218
1081,282,970,263
394,117,573,131
1709,562,2105,503
1241,298,1055,263
1320,309,1405,328
1353,380,1688,367
1765,551,2203,500
986,361,1347,299
2574,807,3163,802
1594,430,1668,378
1807,429,1699,424
2054,423,1205,403
3672,808,3062,764
1287,353,1171,345
1561,445,1780,391
1822,498,1961,506
1504,477,2059,498
839,250,1079,245
1077,300,1198,274
1770,,1848,439
1346,383,1452,371
1453,404,1486,389
902,318,1312,323
1478,413,1580,394
3334,920,2881,800
2514,595,2484,601
299,89,318,92
1327,271,1069,284
2744,708,2747,674
1688,426,1605,384
2090,530,2043,537
1907,398,921,369
1940,445,763,412
2529,689,1215,577
1116,267,435,235
2226,602,2230,549
1554,381,1487,374
2965,665,2128,650
1555,337,1152,348
1734,364,1133,351
1515,415,1345,346
1568,302,1093,333
3066,797,3097,780
2907,797,3212,793
1318,311,1164,289
1369,408,1475,377
1523,378,1338,352
787,181,731,179
851,231,936,228
2616,630,2218,621
2150,544,1510,467
247,55,925,50
1155,225,814,241
2025,565,2189,577
555,159,748,163
2324,658,3020,594
453,119,533,132
1181,335,1441,337
762,204,728,174
1051,302,1435,305
2672,675,2883,674
349,79,276,64
321,101,401,86
511,153,1152,149
48,6,41,10
1243,470,1668,444
470,115,434,123
1083,364,1132,338
1113,,928,290
1422,478,1640,434
745,258,694,236
1079,306,1358,285
950,357,1485,345
2146,607,2868,625
1165,317,1279,303
1146,323,1354,321
1082,318,1085,273
1703,586,2490,581
1268,398,1887,407
977,266,1084,259
1098,264,1178,245
1407,401,1526,385
963,234,1194,239
1095,305,1322,281
1053,246,1036,249
1183,246,851,231
1249,307,1223,297
1894,408,1629,379
1754,452,1849,445
1399,386,1419,373
1625,490,2003,478
1582,544,1998,515
796,227,547,218
1825,479,2097,480
845,249,881,252
1325,393,1557,352
1841,809,3199,727
846,271,1153,281
1153,411,1667,409
722,235,930,226
798,308,1417,325
1105,346,1598,372
2343,803,2468,707
1502,477,1844,477
1306,391,1499,346
554,214,888,218
1860,472,1893,456
1550,407,1718,403
497,132,547,121
876,228,872,231
1292,334,1150,322
1098,317,1411,301
774,209,813,203
1583,392,1776,377
583,157,730,174
792,203,872,188
2702,770,3260,721
2230,593,2419,598
36,9,35,9
498,120,548,119
22,7,55,7
1811,513,2123,487
346,270,346,251
1703,697,1823,669
116,107,171,92
390,199,435,193
1204,552,1074,517
2870,1021,3325,978
2806,1944,2232,1605
3105,1256,1086,997
4011,1438,1673,1088
58,52,41,27
1529,566,1051,473
174,66,249,57
326,123,490,105
637,273,1150,263
1802,613,2382,587
680,273,995,249
929,238,763,214
715,282,1174,300
2541,1282,3974,1189
1175,428,1593,407
1771,788,2188,764
786,341,1239,320
1657,579,2071,598
1416,686,2013,614
1177,468,1533,430
1072,331,1111,314
3247,1281,2642,1182
1924,926,2226,792
1777,536,1684,489
7522,3179,7221,2902
1787,853,2251,763
2518,1196,3051,1000
2124,1168,3915,1137
1714,1176,3723,1036
564,353,1172,319
513,338,1204,321
1950,1047,3707,1012
350,245,1122,248
1292,864,2081,724
1261,616,2309,581
936,454,990,354
2472,,3795,1179
1316,836,2796,784
1164,674,1685,541
1306,637,2079,598
1525,730,2510,652
1788,774,2931,702
1075,597,2260,614
968,384,1805,375
661,359,1406,307
1784,,2158,682
323,214,751,189
535,328,1194,365
2156,306,861,311
1841,240,693,218
2248,255,813,265
1482,171,531,161
2089,309,883,281
1311,310,707,290
649,315,987,329
3013,1118,2465,1008
1554,815,1704,761
492,269,634,261
2302,1124,2660,1004
3056,1345,3920,1304
1489,664,1793,556
5677,2610,7443,2406
2107,757,2660,740
2657,738,2274,723
2362,949,2759,894
2549,630,1539,594
2657,794,2149,749
2980,366,967,359
369,147,145,136
983,246,578,204
2740,707,1420,664
955,100,457,120
5062,2055,4533,1822
3110,1269,2535,1218
3759,,3296,1462
3264,1248,2919,1191
1782,896,1749,823
2470,1197,2326,1055
4021,1707,3727,1529
5221,2530,5840,2374
1366,740,942,672
3894,2293,6846,2156
2456,1111,4137,1104
1759,1012,2716,877
1390,872,2860,827
2040,778,2235,697
2437,1283,3906,1084
3960,1490,3468,1335
2512,1203,3720,1118
1336,453,1268,426
3038,1533,4225,1472
1848,667,1351,589
2124,756,1920,756
2827,1084,3107,993
1559,646,1639,567
3292,713,2224,674
2808,584,1654,569
3239,722,1383,612
1368,231,737,248
2405,527,1868,502
1574,390,1323,404
1707,519,1446,466
1389,364,976,302
3343,1183,3480,1146
1692,423,1578,406
1667,365,1161,384
1612,650,2028,593
1476,610,1605,545
443,223,582,223
1386,457,1845,485
1744,720,2034,633
1417,589,1615,540
1102,,1325,439
1723,569,1664,501
1453,588,1987,589
3585,1661,5229,1534
677,370,1143,341
2818,1252,4126,1200
1801,313,714,293
2497,406,1030,412
2315,356,894,345
2066,319,981,297
1421,163,495,167
1721,195,688,196
1621,284,588,272
3421,598,1203,564
2756,542,971,510
2877,721,1186,704
2373,601,1135,576
1902,488,848,478
890,255,434,232
7803,2154,3359,2041
1651,410,512,397
3312,880,1157,809
1821,447,777,441
1740,360,748,357
2519,,1117,516
2046,451,944,435
2203,437,899,384
2195,435,884,432
2703,663,1045,619
2309,526,870,546
1084,247,468,255
4625,1307,1739,1191
4814,1381,1897,1209
3653,956,1510,890
3175,1057,1594,997
3446,1360,1768,1245
1314,170,629,214
2530,458,1122,449
2069,417,826,377
1482,336,768,300
2837,602,1164,551
1354,279,716,309
1368,322,617,303
2880,836,1416,736
3551,826,1601,827
2810,670,1109,624
2130,455,921,395
843,160,333,151
1608,289,630,252
2522,616,991,574
3946,1008,1676,876
4345,1158,1987,1070
2558,661,1183,636
2457,552,1159,523
1197,231,671,219
1266,234,539,222
2369,544,1252,522
2239,423,832,411
2346,437,1121,400
1563,306,776,308
2402,506,878,464
1825,404,728,363
1424,300,632,278
1835,380,956,370
995,184,462,194
1879,395,946,409
3518,812,1724,758
2053,480,900,417
1621,314,724,311
1004,231,590,226
1241,210,526,214
702,,458,187
2352,598,1133,563
3517,879,1632,784
2815,679,1533,594
1856,493,1374,469
1372,,674,271
2283,,1093,475
2149,451,905,443
2009,419,1130,402
975,292,723,285
1971,414,1065,409
2194,504,997,438
2965,812,2638,794
1294,330,1140,313
1184,328,953,311
1090,251,955,239
3015,795,2300,725
2545,401,1004,372
2099,472,1369,465
2345,607,2042,565
2064,662,2140,617
1466,529,1835,500
1956,601,1672,546
1104,266,668,297
1579,357,713,335
1769,429,993,405
1767,417,1052,379
1626,375,1019,372
1690,379,1017,359
1236,,966,292
3239,806,2331,765
1617,423,1110,375
865,208,537,183
1839,459,1312,460
1681,360,987,337
1426,331,784,356
2010,494,1203,427
1438,333,794,306
1806,444,1161,393
2314,624,1714,582
2437,443,1400,426
1989,532,1430,519
1766,404,1117,367
1008,223,544,223
3189,935,2221,801
2840,826,1911,688
1082,198,455,193
1845,349,1109,335
1734,453,1272,438
2511,587,1660,546
2010,460,1355,433
1648,346,1120,338
1667,399,928,375
1528,391,933,366
2312,625,1552,603
1614,320,684,318
2067,385,1046,441
2334,530,1334,447
2122,524,1510,436
427,92,233,116
2043,512,1634,501
1083,342,1023,295
2323,661,1847,614
1400,376,1139,315
1819,499,1666,482
2365,638,2259,607
1350,287,811,307
2437,502,1151,477
1609,371,896,389
1172,261,685,260
1295,276,765,265
1927,561,1349,508
1356,333,796,329
1425,285,838,296
1944,458,981,377
1627,838,3013,791
1155,433,1857,424
659,291,1224,290
907,349,1426,323
1353,488,1945,487
1757,522,2080,488
1005,314,1227,306
993,506,1765,464
1864,515,1768,439
2007,571,1513,554
1809,640,2543,640
2691,726,2390,681
2038,578,2070,570
2438,867,2114,753
2206,501,1194,435
1277,285,954,334
2092,585,1757,538
1470,399,1579,390
2338,686,2376,630
1941,579,2049,535
1653,426,1868,393
1090,345,1605,330
700,299,1272,298
432,182,702,186
1680,557,2099,526
943,289,953,238
907,378,822,288
3544,1384,3323,1213
1501,437,1777,441
3313,1235,2381,1063
1084,287,1085,279
2173,510,1343,476
1902,406,1233,385
1173,284,814,295
1555,324,931,265
1423,278,822,276
1832,441,1186,420
2241,559,1775,504
1695,374,1138,357
1315,,785,245
2781,766,2586,729
2041,517,1479,495
1703,397,1333,361
1976,469,1409,431
2120,483,1522,416
1641,491,1526,453
3184,772,2474,705
1933,478,1522,423
515,229,2690,217
395,232,948,243
1280,422,1560,381
460,241,890,229
1283,545,1932,516
1582,780,2390,719
1193,454,1880,453
1273,474,1754,460
1933,791,3121,719
2118,796,2195,658
1521,513,1772,458
2004,633,3050,621
281,103,470,96
561,284,662,205
2107,809,2821,572
1407,550,1193,472
180,89,356,76
142,47,137,45
299,90,287,68
1274,418,1655,368
1375,448,1698,432
980,285,1308,310
1091,349,1786,340
1259,362,1499,327
1551,501,2173,474
1465,440,1859,400
1249,357,1607,331
848,323,1428,313
698,232,1046,228
1368,486,2239,461
1676,525,2564,515
481,136,596,128
1311,410,1792,396
542,150,571,114
396,99,485,110
1456,444,2098,433
1301,403,1952,377
405,86,376,68
782,270,1030,235
879,262,1034,236
1429,386,1412,354
1575,475,1980,469
962,291,1280,263
697,208,749,206
1269,323,1628,325
2451,668,2824,598
990,289,1167,281
879,253,1010,221
1314,375,1505,366
1193,355,1784,341
1672,556,2106,519
921,264,881,221
1235,385,1745,372
1748,428,1707,409
1869,461,1834,441
780,237,888,215
2179,682,2624,609
1733,492,1776,453
1033,267,1112,229
1176,309,1267,292
1218,342,1292,304
1768,475,1721,474
1905,552,2194,521
588,157,716,173
863,206,788,187
1419,363,1696,317
1715,414,1714,389
448,116,504,96
1425,372,1803,353
2261,574,2496,527
1274,319,1362,324
1611,479,1457,458
2615,697,2484,630
2099,599,2311,529
1638,434,1213,390
1258,381,1276,358
1865,465,1916,438
2016,505,1807,464
504,140,529,123
932,294,1153,282
1407,447,1783,402
441,167,621,144
1098,426,1510,374
885,312,799,221
4217,1095,3298,949
2190,626,1768,528
2001,582,2044,557
2386,670,2327,661
1147,290,818,281
1463,354,912,293
1046,216,727,201
2255,533,1568,470
2073,566,1246,547
2217,489,1227,448
2544,532,1357,498
2547,475,1417,444
1793,350,1303,366
814,223,511,188
2238,673,2247,583
1743,421,1206,384
1908,428,1271,394
1444,343,1154,334
2305,775,2450,740
1650,463,1992,458
1487,468,1509,403
751,207,1010,231
1385,518,1730,472
2601,794,3080,770
713,245,880,237
795,308,1118,275
483,190,775,188
3335,921,3612,887
1534,417,1295,380
855,284,890,247
2636,725,2182,651
1514,376,1353,344
1753,387,1165,380
1807,493,1731,471
1319,295,898,271
1131,281,859,230
1420,355,1080,353
2579,494,1558,458
1686,377,982,356
1296,246,853,238
1542,309,939,276
1718,354,1026,312
1630,379,1413,405
2709,642,1751,613
1551,362,1329,322
2235,433,1363,433
1525,359,982,333
1489,339,791,316
1703,358,789,249
2608,636,1766,596
2637,588,1903,521
2212,533,1903,554
2577,703,2446,687
2198,530,2067,497
1283,342,1363,329
2174,481,1861,484
1211,321,1153,282
3104,645,1498,581
1655,256,672,260
1949,308,823,340
1842,377,817,341
1745,371,1079,368
2223,361,968,373
1320,259,653,291
2043,378,869,416
4032,913,1622,848
2227,564,956,472
1762,463,786,445
2182,492,878,493
3250,693,2300,675
2189,460,1097,469
1671,388,895,317
825,187,416,173
873,320,529,308
2028,479,1074,394
1407,269,889,283
1918,387,1041,364
1582,315,777,286
2009,335,919,297
1260,284,791,280
1257,232,735,232
2224,550,1598,545
1217,322,662,305
949,210,574,217
1298,277,791,255
1528,331,864,308
1611,339,921,314
3889,1199,3121,1046
1784,489,1472,476
3063,796,2153,721
2225,433,1170,401
2126,409,1292,414
2183,380,927,371
2512,461,1082,426
397,132,250,121
1448,314,861,310
1778,320,795,279
1412,333,901,328
3112,931,2739,841
2526,579,1423,573
1830,369,922,377
3745,798,1502,808
3140,466,1214,464
2263,430,900,382
1893,450,819,426
1249,313,625,336
1359,359,655,341
4291,1102,1941,953
2318,735,1407,702
1527,246,608,245
3978,1073,2725,1035
5218,1576,3538,1371
3358,1069,2415,956
3246,601,1585,603
3776,,1583,749
3085,621,1162,558
1138,304,1128,311
1971,513,1673,464
979,235,857,236
1582,416,1422,370
1902,398,1153,363
1458,326,1159,283
1534,384,1231,329
1597,388,902,321
1701,452,1484,427
222,54,234,77
857,196,694,228
1837,426,1062,343
1607,331,900,295
1985,454,1090,410
1975,379,1043,371
1993,446,1052,394
2261,555,1348,455
1124,231,783,223
1371,315,986,277
2010,445,1208,404
1998,410,1176,382
1242,270,811,274
2833,768,2542,725
1118,300,786,254
1306,345,1332,331
865,193,782,217
1720,416,1382,365
883,313,726,277
1162,318,1207,289
1068,271,1091,281
2017,566,2063,521
2305,634,1978,568
2660,672,2133,588
1425,317,1140,304
1521,289,1074,285
944,200,567,190
2270,451,1000,412
1595,325,823,302
2066,422,1156,380
1629,277,819,288
1541,314,819,312
1353,286,751,250
1843,326,892,314
1823,358,1065,342
1558,333,1095,316
2490,430,1305,411
2104,393,1132,394
2118,569,1266,500
2149,493,1316,462
1686,303,870,320
2015,356,1020,338
3139,587,1319,506
1717,417,902,368
2009,442,1095,439
2802,618,1524,529
1175,340,1241,352
2074,562,1913,514
2771,802,2782,715
4022,1208,3707,1007
2112,417,1161,368
2523,460,1167,413
1586,322,1077,339
2005,392,1134,415
1702,443,1966,442
1966,584,2028,535
1454,323,1098,297
656,162,730,170
1240,312,1100,311
1696,424,1502,429
2062,588,1933,570
1722,457,2177,401
762,206,854,188
1295,351,1120,323
1246,308,1031,295
1521,352,1100,334
1086,249,880,250
1546,371,1186,366
2180,642,2464,631
2569,688,2601,630
1819,497,2110,499
977,295,1073,292
796,203,697,177
1812,500,1640,447
1504,374,1168,358
1475,347,1222,298
1255,323,902,327
1331,346,1144,362
1462,394,1310,351
1126,270,999,265
1040,276,1083,255
1529,358,1154,357
1387,346,1240,355
1513,369,1088,344
1542,375,1256,361
1625,383,1243,350
1604,399,1581,387
2044,538,2150,524
1206,304,1167,250
882,221,697,189
1983,611,2048,600
1401,362,1357,327
721,205,842,208
1340,409,1463,367
2808,695,2357,627
1701,428,1468,411
1201,292,840,252
1089,278,995,315
2073,494,1753,490
1156,291,1074,299
1041,275,877,270
637,204,679,162
835,208,707,192
935,226,818,236
987,248,902,221
1261,315,1027,303
1579,351,1056,322
1405,326,1086,273
1080,218,850,237
1771,378,1296,399
1481,329,999,315
1103,265,760,247
1002,270,1092,273
1510,410,1408,389
1314,318,1080,285
795,181,716,167
1562,403,1587,406
570,135,466,121
721,165,661,171
973,221,842,178
1467,369,1247,347
1102,247,702,225
1433,295,775,293
657,147,526,132
1076,244,705,255
1465,346,1147,324
1309,344,1182,340
1764,397,1406,362
2078,561,1901,504
847,278,1283,277
1381,375,1268,354
456,130,438,114
1631,338,1197,355
1898,460,1503,429
2021,379,1051,352
1782,338,1003,329
936,257,913,226
1935,461,1616,433
896,198,605,168
2073,500,1657,470
1274,282,975,277
269,74,295,79
529,112,448,120
117,33,74,45
1463,312,940,312
1113,378,1305,334
793,,736,231
2667,671,2865,683
1193,280,1210,286
649,147,653,147
2316,543,1938,507
1260,342,1167,310
2136,,1799,476
441,125,390,98
764,200,801,220
975,270,1068,270
2452,734,2664,667
819,233,899,228
869,241,1040,233
796,180,673,144
1027,258,824,248
779,201,861,219
380,106,411,100
1215,273,1211,265
1141,258,1313,234
1090,267,1339,263
1110,,1417,302
940,211,1071,204
501,123,487,118
2065,532,2015,535
1063,282,992,253
6447,1012,2184,960
5578,753,1567,697
2089,303,654,270
10806,1440,3511,1352
1613,200,497,197
10722,1617,3731,1511
3129,392,862,334
778,90,238,93
1500,176,384,145
6675,842,2092,796
3247,525,1065,484
8041,1141,2768,1106
6603,879,2336,868
4767,777,1500,638
3351,484,1564,523
4042,549,1318,542
2861,360,829,310
2929,366,1054,352
9013,1117,2919,1061
1487,163,414,160
5477,833,1925,757
1814,325,709,311
1985,315,819,340
7970,1142,2926,1096
6778,1092,2540,1052
1482,239,617,242
2095,343,662,299
2332,349,761,325
3755,525,1493,526
9075,1858,3646,1724
993,130,368,134
2167,254,761,256
1711,264,735,261
4350,763,1551,665
4152,542,1461,550
2603,456,928,410
4715,691,1660,637
1271,190,419,171
3030,433,916,399
3623,528,1282,516
1918,216,632,224
6577,1789,2937,1652
5448,1532,2202,1442
2689,719,1229,663
4077,1151,1719,1017
3639,1002,1489,983
5215,1193,2048,1121
4401,1033,1725,962
2143,434,751,396
1346,214,415,209
1399,148,410,152
3203,483,949,439
3251,656,1251,593
3535,748,1322,666
1973,332,1257,296
3910,959,1763,867
730,263,965,224
520,292,282,213
4284,1452,3806,1252
4845,1609,3751,1539
3367,1264,2667,1131
1302,215,482,226
2511,456,808,407
2418,301,850,318
2564,460,913,414
5102,1695,2609,1450
